"Variable","type","Minimum Target","filter","name","Achieved","Percent to Goal"
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Bras d’Or Lake",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Salmon Rivers",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Northeast Channel Coral Marine Refuge",0.05,0.2
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Eastern Canyons Marine Refuge",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Southwest Bank",3.6,18
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Western Jordan Basin",0.06,0.3
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Georges Bank",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","LaHave Basin",1.21,6
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Scotian Gulf",1.3,6.5
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Central Scotian Slope, Rise and Abyss",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Inner Shelf Sea Pen Field",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Sable Island Bank",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Canso Bank and Channels",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Misaine Bank and Laurentian Channel",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Eastern Shoal",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Cold Seeps",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Fundian Channel-Browns Bank",5.29,26.5
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Logan Canyon",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","St. Anns Bank Marine Protected Area ",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Jordan Basin Marine Refuge",0.07,0.4
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Gully Marine Protected Area",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Pemsɨk",8.12,40.6
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Southern Bight",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Cobequid Bay",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Chignecto Bay",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","West Isles and Passages",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Chebogue",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","LaHave Islands",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Sambro Ledges - Prospect",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Brier Island",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","South Grand Manan",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Eel Bay",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","McNutts Island",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Country Island",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","MacNamaras Islands",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Fleur de Lis Coast",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Ingonish",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Aspy Bay",0,0
"Areas of high invertebrate species richness (West)","Biodiversity hotspot",20,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Bird Islands",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Eastern Shore Islands",1.46,7.3
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Sable River Bird Sanctuary",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Boot Island National Wildlife Area",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Long Eddy",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Bras d’Or Lake",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Salmon Rivers",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Western/Emerald Banks Marine Refuge",10.15,50.8
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Northeast Channel Coral Marine Refuge",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Emerald Basin Sponge Marine Refuge",0.26,1.3
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Corsair and Georges Canyons Marine Refuge",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Eastern Canyons Marine Refuge",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Southwest Bank",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Western Jordan Basin",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Georges Bank",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","LaHave Basin",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Scotian Gulf",3.56,17.8
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Central Scotian Slope, Rise and Abyss",0.54,2.7
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Inner Shelf Sea Pen Field",0.95,4.8
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Sable Island Bank",1.91,9.6
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Canso Bank and Channels",2.61,13.1
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Misaine Bank and Laurentian Channel",2.5,12.5
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Eastern Shoal",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Cold Seeps",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Fundian Channel-Browns Bank",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Logan Canyon",1.7,8.5
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","St. Anns Bank Marine Protected Area ",2.9,14.5
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Jordan Basin Marine Refuge",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Bay of Fundy Horse Mussel Aggregations",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Gully Marine Protected Area",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Pemsɨk",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Southern Bight",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Cobequid Bay",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Chignecto Bay",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","West Isles and Passages",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Chebogue",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","LaHave Islands",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Sambro Ledges - Prospect",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Brier Island",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","South Grand Manan",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Eel Bay",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","McNutts Island",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Martinique Beach & Musquodoboit Harbour ",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","St. Mary’s (Napu’saqnuk) River and Estuary",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Country Island",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Canso Ledges - Sugar Harbour Islands",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","MacNamaras Islands",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Fleur de Lis Coast",0,0
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Ingonish",0.42,2.1
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Aspy Bay",0.09,0.4
"Areas of high small fish species richness (East)","Biodiversity hotspot",20,"Fine-filter","Big Glace Bay Lake Migratory Bird Sanctuary",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Bird Islands",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Eastern Shore Islands",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Port Hebert Bird Sanctuary",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Machias Seal Island Bird Sanctuary",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Grand Manan Bird Sanctuary",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Sable River Bird Sanctuary",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Port Joli Bird Sanctuary",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Musquash Estuary Marine Protected Area",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Kejimkujik Seaside National Park and Historic Site",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Boot Island National Wildlife Area",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","John Lusby Marsh National Wildlife Area",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Long Eddy",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Bras d’Or Lake",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Salmon Rivers",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Western/Emerald Banks Marine Refuge",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Northeast Channel Coral Marine Refuge",0.03,0.1
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Emerald Basin Sponge Marine Refuge",0,0
"Areas of high small fish species richness (West)","Biodiversity hotspot",20,"Fine-filter","Sambro Bank Sponge Marine Refuge",0,0
